ECount,Target,StdDevSources,NSources,Source,Year,AvgSources,QuadClass
90,JOR,3.4746091670747803,154,IRN,2009,1.711111111111111,4
90,ARG,1.4001961695984968,154,IRN,2012,1.711111111111111,4
2672,OMN,2.656962830499901,4570,IRN,2014,1.7103293413173652,1
974,CHN,2.959259702399339,1665,IRN,2014,1.7094455852156059,2
695,CAN,3.709499153454746,1187,IRN,2009,1.7079136690647483,4
99,BRA,1.002573476899398,169,IRN,2013,1.707070707070707,2
136,GRC,1.7045370700262525,232,IRN,2012,1.7058823529411764,3
683,CHN,2.7617644203461964,1165,IRN,2011,1.705710102489019,3
342,AFR,1.90012541229862,583,IRN,2012,1.7046783625730995,2
2187,LBN,2.3230795722667614,3728,IRN,2013,1.704618198445359,4
372,PRK,2.011739882254485,634,IRN,2009,1.7043010752688172,2
287,DZA,2.7018679008694506,489,IRN,2009,1.7038327526132404,1
5670,SAU,3.002716558525283,9657,IRN,2013,1.7031746031746031,1
185,BRA,2.878564565898601,315,IRN,2009,1.7027027027027026,3
47,NLD,1.9772059075220405,80,IRN,2014,1.702127659574468,3
10,MDV,2.2135943621178655,17,IRN,2009,1.7,4
10,PRT,0.8232726023485646,17,IRN,2010,1.7,3
10,WST,1.4944341180973264,17,IRN,2008,1.7,4
143,ARM,2.4148454155026475,243,IRN,2011,1.6993006993006994,4
6121,DEU,2.516224564019216,10399,IRN,2009,1.6989054076131351,1
601,CHN,4.265928033333379,1020,IRN,2010,1.697171381031614,2
4752,EUR,2.815150926788902,8063,IRN,2014,1.6967592592592593,1
6826,EGY,3.128070874277334,11579,IRN,2011,1.696308233225901,1
2989,SAU,3.237382431332819,5070,IRN,2010,1.6962194713951155,1
329,FRA,2.691226068862528,558,IRN,2011,1.696048632218845,2
217,PRK,2.833273093543528,368,IRN,2014,1.695852534562212,3
1183,GBR,2.0588729223189044,2006,IRN,2013,1.6956889264581572,3
843,RUS,2.3078534873119305,1429,IRN,2009,1.6951364175563464,4
95,KAZ,1.8046847087777702,161,IRN,2013,1.694736842105263,3
385,CHN,2.012871191333522,652,IRN,2011,1.6935064935064934,4
137,YEM,2.795905735061066,232,IRN,2012,1.6934306569343065,4
1008,JOR,2.179771290357052,1706,IRN,2014,1.6924603174603174,3
13,VNM,1.7021856236720767,22,IRN,2013,1.6923076923076923,4
1563,GBR,2.540198749064182,2645,IRN,2013,1.692258477287268,4
55,ESP,2.9431195799615177,93,IRN,2014,1.690909090909091,4
608,CHN,2.2729221990614232,1028,IRN,2013,1.6907894736842106,3
18707,RUS,2.733379864120802,31615,IRN,2013,1.6900090875073501,1
